Authors,Reference,Year published,Report type,Country of study,Ocean,Region,Study type,Years of data,Focus species Common Name,Other Species,"Life stage studied (Adult, Juvenile, Larval, Egg)",Temperature information recorded,Depth distribution information was recorded,Role in ecosystem: Predator species identified,Role in ecosystem: Prey species identified,Sampling gear used,Hydroacoustic frequency,StockStructure,Distribution_DataType,Distribution_DistributionHabitatUse,GrowthLifeHistory_MassOrSize,GrowthLifeHistory_Condition,GrowthLifeHistory_Foraging,GrowthLifeHistory_Other,Survival_Survival&Mortality,Performance_Stress,Performance_Energy,Performance_Swimming,Performance_Other,Migration_Spawning,Migration_Other,Reproduction_Maturation,Reproduction_Spawning,Reproduction_EggAbundance,Reproduction_EggSizeOrWeight,Reproduction_Fecundity,Reproduction_Other,Productivity_BiomassOrAbundance,Productivity_Recruitment,Productivity_Other,URL,DFO_Region,,,,
"Gladics, A.J., Suryan, R.M., Parrish, J.K., Horton, C.A., Daly, E.A., and Peterson, W.T.","Gladics, A.J., Suryan, R.M., Parrish, J.K., Horton, C.A., Daly, E.A., and Peterson, W.T. 2015. Environmental drivers and reproductive consequences of variation in the diet of a marine predator. J. Mar. Syst. 146: 72–81. Elsevier B.V., P.O. Box 211 Amsterdam 1000 AE Netherlands. doi:10.1016/j.jmarsys.2014.06.015.",2015,journal paper,USA,Pacific,"Washington, Oregon, or California",ecosystem,> 5 years,Surf Smelt,yes,not specified,no,no,yes,no,predator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Climate (NAO, NPGO, etc), temperature, upwelling (magnitude or timing), zooplankton (secondary productivity), phytoplankton (primary productivity)",NA,NA,NA,Pacific,,,,
"Gladics, A.J., Suryan, R.M., Parrish, J.K., Horton, C.A., Daly, E.A., and Peterson, W.T.","Gladics, A.J., Suryan, R.M., Parrish, J.K., Horton, C.A., Daly, E.A., and Peterson, W.T. 2015. Environmental drivers and reproductive consequences of variation in the diet of a marine predator. J. Mar. Syst. 146: 72–81. Elsevier B.V., P.O. Box 211 Amsterdam 1000 AE Netherlands. doi:10.1016/j.jmarsys.2014.06.015.",2015,journal paper,USA,Pacific,"Washington, Oregon, or California",ecosystem,> 5 years,Pacific Herring,yes,not specified,no,no,yes,no,predator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Climate (NAO, NPGO, etc), temperature, upwelling (magnitude or timing), zooplankton (secondary productivity), phytoplankton (primary productivity)",NA,NA,NA,Pacific,,,,
"Gladics, A.J., Suryan, R.M., Parrish, J.K., Horton, C.A., Daly, E.A., and Peterson, W.T.","Gladics, A.J., Suryan, R.M., Parrish, J.K., Horton, C.A., Daly, E.A., and Peterson, W.T. 2015. Environmental drivers and reproductive consequences of variation in the diet of a marine predator. J. Mar. Syst. 146: 72–81. Elsevier B.V., P.O. Box 211 Amsterdam 1000 AE Netherlands. doi:10.1016/j.jmarsys.2014.06.015.",2015,journal paper,USA,Pacific,"Washington, Oregon, or California",ecosystem,> 5 years,Whitebait Smelt,yes,not specified,no,no,yes,no,predator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Climate (NAO, NPGO, etc), temperature, upwelling (magnitude or timing), zooplankton (secondary productivity), phytoplankton (primary productivity)",NA,NA,NA,Pacific,,,,
"McQuinn, I H","McQuinn, I H 1987 Revisions to the 4R herring catch-at-age matrices. CAFSAC Res Doc 87/68",1987,organization report,Canada,Atlantic,Northern Gulf of St. Lawrence,stock assessment,> 5 years,Atlantic Herring,no,"Adult, Juvenile",no,no,no,no,"purse seine, gillnets",NA,NA,"catch, age",NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QueGul,,,,
"Palsson, O. K., Gislason, A., Guofinnsson, H. G., Gunnarsson, B., Olafsdottir, S. R., Petursdottir, H., … Valdimarsson, H.","Palsson, O. K., Gislason, A., Guofinnsson, H. G., Gunnarsson, B., Olafsdottir, S. R., Petursdottir, H., … Valdimarsson, H. (2012). Ecosystem structure in the Iceland Sea and recent changes to the capelin (Mallotus villosus) population. ICES JOURNAL OF MARINE SCIENCE, 69(7), 1242–1254. https://doi.org/10.4135/9781412953924.n678",2012,journal paper,other,Arctic,Greenland,"life history, ecosystem",> 5 years,Capelin,no,"Larval, Juvenile, Adult",yes,yes,no,yes,"other, pelagic trawl",NA,NA,catch,"temperature, salinity, phytoplankton (primary productivity), zooplankton (secondary productivity)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arctic,,,,
"Seliverstov, A.S., and Kovalev, S.M.","Seliverstov, A.S., and Kovalev, S.M. 1976. Size of the capelin spawning stock on the Grand Newfoundland Bank. International Commission for the Northwest Atlantic Fisheries, Dartmouth, N.S. U6  - ctx_ver=Z39.88-2004&ctx_enc=info%3Aofi%2Fenc%3AUTF-8&rfr_id=info%3Asid%2Fsummon.serialssolutions.com&rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&rft.genre=book&rft.title=Size+of+the+capelin+spawning+stock+on+the+Grand+Newfoundlan. Available from http://dfo-mpo.summon.serialssolutions.com/2.0.0/link/0/eLvHCXMwfV3LSgMxFL0MFvG1UFS0PogfMGWaRycua8eOGxFEcFny1FLNiBUEv96bEEUEXWURSEJITk4O594LwOigKn9hAmeGSy0Q-5ilXsmKayFkrCVHPdMpp2vTyttGNC27LuCrUF0U3_zyqdRLj5-9KKs_Dh7Mj-RJ-L8aIiNGCEbejveyN765n4w3YC28muSaUpt.",1976,organization report,Canada,Atlantic,Newfoundland and Labrador shelf ecosystem (Divs. 2GHJ3KL),stock assessment,1 year,Capelin,no,"Adult, Juvenile",no,no,yes,no,"commercial bottom trawl, commercial pelagic trawl, hydroacoustics, other",NA,NA,"age , abundance , standardized biomass","other pressure, ice, predators",not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,"other pressure, predators, ice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLMar,,,,
"Singh, R, Dalton, A, Clay, A, Melvin, G D","Singh, R, Dalton, A, Clay, A, Melvin, G D 2016 Summary of the 2013 and 2014 Herring Acoustic Surveys in NAFO Divisions 4VWX. CSAS Res Doc 2016/005",2016,organization report,Canada,Atlantic,"Bay of Fundy, Scotian Shelf (Divs. 4VWX)",stock assessment,< 5 years,Atlantic Herring,no,"Adult, Juvenile",no,yes,no,no,"purse seine, gillnets, hydroacoustics","Femto Model DE9320, Simrad ES60",NA,"standardized biomass , catch, size",NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLMar,,,,
"Nielsen, G","Nielsen, G 1987 The 1986 4T herring gillnet questionnaire. CAFSAC Res Doc 87/61",1987,organization report,Canada,Atlantic,Southern Gulf of St. Lawrence,stock assessment,1 year,Atlantic Herring,no,"Adult, Juvenile",no,no,no,no,"gillnets, other",NA,NA,"CPUE , TEK or LEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QueGul,,,,
"Penttila, D.E.","Penttila, D.E. 2001. Effects of shading upland vegetation on egg survival for summer spawning surf smelt on upper intertidal beaches in Puget Sound. In Proc. Puget Sound Research.",2001,organization report,USA,Pacific,"Washington, Oregon, or California",other,> 5 years,Surf Smelt,no,Egg,no,no,no,no,sediment,NA,NA,NA,NA,NA,NA,NA,NA,other pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pacific,,,,
"Petursdottir, H., Falk-petersen, S., & Gislason, A.","Petursdottir, H., Falk-petersen, S., & Gislason, A. (2012). Trophic interactions of meso- and macrozooplankton and fish in the Iceland Sea as evaluated by fatty acid and stable isotope analysis. ICES JOURNAL OF MARINE SCIENCE, 69(7), 1277–1288.",2012,journal paper,other,Arctic,Greenland,ecosystem,< 5 years,Capelin,yes,"Adult, Juvenile, Larval",no,no,yes,yes,"pelagic trawl, other",NA,NA,NA,"zooplankton (secondary productivity), competitors, other pressure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arctic,,,,
"Petursdottir, H., Falk-petersen, S., & Gislason, A.","Petursdottir, H., Falk-petersen, S., & Gislason, A. (2012). Trophic interactions of meso- and macrozooplankton and fish in the Iceland Sea as evaluated by fatty acid and stable isotope analysis. ICES JOURNAL OF MARINE SCIENCE, 69(7), 1277–1288.",2012,journal paper,other,Arctic,Greenland,ecosystem,< 5 years,sand lances,yes,"Adult, Juvenile, Larval",no,no,yes,yes,"pelagic trawl, other",NA,NA,NA,"zooplankton (secondary productivity), competitors, other pressure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arctic,,,,
"Rail, J.-F., Chapdelaine, G., Brousseau, P., and Savard, J.-P.L.","Rail, J.-F., Chapdelaine, G., Brousseau, P., and Savard, J.-P.L. 1996. Utilisation des oiseaux marins comme bioindicateurs de l’écosystème marin du Saint-Laurent. Service canadien de la faune, Région du Québec, Sainte-Foy, (Québec). Available from http://publications.gc.ca/collections/collection_2018/eccc/cw69-5/CW69-5-254-fra.pdf.",1996,organization report,Canada,Atlantic,"Northern Gulf of St. Lawrence, Southern Gulf of St. Lawrence",ecosystem,< 5 years,Atlantic Herring,yes,"Juvenile, Adult",no,no,yes,no,predator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QueGul,,,,
"Rail, J.-F., Chapdelaine, G., Brousseau, P., and Savard, J.-P.L.","Rail, J.-F., Chapdelaine, G., Brousseau, P., and Savard, J.-P.L. 1996. Utilisation des oiseaux marins comme bioindicateurs de l’écosystème marin du Saint-Laurent. Service canadien de la faune, Région du Québec, Sainte-Foy, (Québec). Available from http://publications.gc.ca/collections/collection_2018/eccc/cw69-5/CW69-5-254-fra.pdf.",1996,organization report,Canada,Atlantic,"Northern Gulf of St. Lawrence, Southern Gulf of St. Lawrence",ecosystem,< 5 years,Atlantic Mackerel,yes,"Juvenile, Adult",no,no,yes,no,predator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QueGul,,,,
"Rail, J.-F., Chapdelaine, G., Brousseau, P., and Savard, J.-P.L.","Rail, J.-F., Chapdelaine, G., Brousseau, P., and Savard, J.-P.L. 1996. Utilisation des oiseaux marins comme bioindicateurs de l’écosystème marin du Saint-Laurent. Service canadien de la faune, Région du Québec, Sainte-Foy, (Québec). Available from http://publications.gc.ca/collections/collection_2018/eccc/cw69-5/CW69-5-254-fra.pdf.",1996,organization report,Canada,Atlantic,"Northern Gulf of St. Lawrence, Southern Gulf of St. Lawrence",ecosystem,< 5 years,Capelin,yes,"Juvenile, Adult",no,no,yes,no,predator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QueGul,,,,
"Rail, J.-F., Chapdelaine, G., Brousseau, P., and Savard, J.-P.L.","Rail, J.-F., Chapdelaine, G., Brousseau, P., and Savard, J.-P.L. 1996. Utilisation des oiseaux marins comme bioindicateurs de l’écosystème marin du Saint-Laurent. Service canadien de la faune, Région du Québec, Sainte-Foy, (Québec). Available from http://publications.gc.ca/collections/collection_2018/eccc/cw69-5/CW69-5-254-fra.pdf.",1996,organization report,Canada,Atlantic,"Northern Gulf of St. Lawrence, Southern Gulf of St. Lawrence",ecosystem,< 5 years,sand lances,yes,"Juvenile, Adult",no,no,yes,no,predator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QueGul,,,,
"Serebrov, L.I., Bakanev, V.S., and Kovalev, S.M.","Serebrov, L.I., Bakanev, V.S., and Kovalev, S.M. 1975. The state of Newfoundland capelin stock. International Commission for the Northwest Atlantic Fisheries, Dartmouth, N.S. U6  - ctx_ver=Z39.88-2004&ctx_enc=info%3Aofi%2Fenc%3AUTF-8&rfr_id=info%3Asid%2Fsummon.serialssolutions.com&rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&rft.genre=book&rft.title=The+state+of+Newfoundland+capelin+stock&rft.au=Serebrov%2C+. Available from http://dfo-mpo.summon.serialssolutions.com/2.0.0/link/0/eLvHCXMwfV1NS8NAEB2CRdR6UFS0rbKePKUkuztJeixNWy8iiOCx7GYzKmgirf8fZ9coIuh5YBb24-3M480MgJLjJP6FCVpVurDI2KecJFMk2iIWfpacJGVDT9dyWdyVWC7VTQRfg-o8-Uabl9huiJM9T6s_jR-rH82TOL9Ks8wXk3Pczu-yN719mE33YKdZV0E1Zfo.",1975,organization report,Canada,Atlantic,Newfoundland and Labrador shelf ecosystem (Divs. 2GHJ3KL),stock assessment,< 5 years,Capelin,no,"Adult, Juvenile",no,yes,no,no,"hydroacoustics, other",NA,NA,"catch, standardized biomass , abundance",other pressure,NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not linked to a pressure,NA,NA,NA,NA,NA,not linked to a pressure,NA,NA,NA,NLMar,,,,
"Singh, R, Melvin, G D, Clay, A, Power, M J","Singh, R, Melvin, G D, Clay, A, Power, M J 2014 Summary of 2011 and 2012 Herring Acoustic Surveys in Northwest Atlantic Fisheries Organization (NAFO) Divisions 4VWX. CSAS Res Doc 2014/067",2014,organization report,Canada,Atlantic,"Bay of Fundy, Scotian Shelf (Divs. 4VWX)",stock assessment,< 5 years,Atlantic Herring,no,"Adult, Juvenile",no,yes,no,no,"purse seine, gillnets, hydroacoustics","Femto Model DE9320, Simrad ES60",NA,"standardized biomass , catch, size",NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLMar,,,,
DFO,DFO. 2020. Stock Status Update of 4VWX Herring for the 2018/2019 Fishing Season. DFO Can. Sci. Advis. Sec. Sci. Resp. 2020/001.,2020,organization report,Canada,Atlantic,"Bay of Fundy, Scotian Shelf (Divs. 4VWX)",stock assessment,1 year,Atlantic Herring,no,"Adult, Juvenile",no,no,no,no,"purse seine, gillnets, trap, weir, other, hydroacoustics",NA,NA,"catch, age , standardized biomass",NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLMar,,,,
"Gregoire, F., Barry, W., Lefebvre, L., Levesque, C., and Hudon, J.","Gregoire, F., Barry, W., Lefebvre, L., Levesque, C., and Hudon, J. 2005. West coast of Newfoundland capelin (Mallotus villosus M.) and Atlantic herring (Clupea harengus harengus L.) larval survey, part 1: Description of the data collected in partnership with the industry (Barry Group) in July 2004. In Canadian data report of fisheries and aquatic sciences. Available from https://waves-vagues.dfo-mpo.gc.ca/Library/318747.pdf.",2005,organization report,Canada,Atlantic,Northern Gulf of St. Lawrence,"life history, ecosystem",1 year,Atlantic Herring,yes,Larval,yes,yes,no,no,plankton net,NA,NA,"abundance , size",NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QueGul,,,,
"Gregoire, F., Barry, W., Lefebvre, L., Levesque, C., and Hudon, J.","Gregoire, F., Barry, W., Lefebvre, L., Levesque, C., and Hudon, J. 2005. West coast of Newfoundland capelin (Mallotus villosus M.) and Atlantic herring (Clupea harengus harengus L.) larval survey, part 1: Description of the data collected in partnership with the industry (Barry Group) in July 2004. In Canadian data report of fisheries and aquatic sciences. Available from https://waves-vagues.dfo-mpo.gc.ca/Library/318747.pdf.",2005,organization report,Canada,Atlantic,Northern Gulf of St. Lawrence,"life history, ecosystem",1 year,Atlantic Mackerel,yes,"Larval, Egg",yes,yes,no,no,plankton net,NA,NA,"abundance , age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QueGul,,,,
"Gregoire, F., Barry, W., Lefebvre, L., Levesque, C., and Hudon, J.","Gregoire, F., Barry, W., Lefebvre, L., Levesque, C., and Hudon, J. 2005. West coast of Newfoundland capelin (Mallotus villosus M.) and Atlantic herring (Clupea harengus harengus L.) larval survey, part 1: Description of the data collected in partnership with the industry (Barry Group) in July 2004. In Canadian data report of fisheries and aquatic sciences. Available from https://waves-vagues.dfo-mpo.gc.ca/Library/318747.pdf.",2005,organization report,Canada,Atlantic,Northern Gulf of St. Lawrence,"life history, ecosystem",1 year,Capelin,yes,Larval,yes,yes,no,no,plankton net,NA,NA,"abundance , size",NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QueGul,,,,
"Gregoire, F., Barry, W., Lefebvre, L., Levesque, C., and Hudon, J.","Gregoire, F., Barry, W., Lefebvre, L., Levesque, C., and Hudon, J. 2005. West coast of Newfoundland capelin (Mallotus villosus M.) and Atlantic herring (Clupea harengus harengus L.) larval survey, part 1: Description of the data collected in partnership with the industry (Barry Group) in July 2004. In Canadian data report of fisheries and aquatic sciences. Available from https://waves-vagues.dfo-mpo.gc.ca/Library/318747.pdf.",2005,organization report,Canada,Atlantic,Northern Gulf of St. Lawrence,"life history, ecosystem",1 year,sand lances,yes,Larval,yes,yes,no,no,plankton net,NA,NA,abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QueGul,,,,
"Hedeholm, R., Gronkjaer, P., Rosing-Asvid, A., & Rysgaard, S.","Hedeholm, R., Gronkjaer, P., Rosing-Asvid, A., & Rysgaard, S. (2010). Variation in size and growth of West Greenland capelin (Mallotus villosus) along latitudinal gradients. ICES JOURNAL OF MARINE SCIENCE, 67(6), 1128–1137. https://doi.org/10.1093/icesjms/fsq024",2010,journal paper,other,Arctic,Greenland,life history,1 year,Capelin,no,"Juvenile, Adult",no,yes,no,no,"dipnet, other, pelagic trawl",NA,otoliths,abundance,temperature,temperature,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arctic,,,,
"Shotton, R, Ahrens, M, Bourque, C","Shotton, R, Ahrens, M, Bourque, C 1987 Results of an acoustic survey of herring in the southern Gulf of St. Lawrence and Sydney Bight, November 1984. CAFSAC Res Doc 87/63",1987,organization report,Canada,Atlantic,"Scotian Shelf (Divs. 4VWX), Southern Newfoundland (Divs. 3NOPs), Southern Gulf of St. Lawrence",distribution,1 year,Atlantic Herring,no,"Adult, Juvenile",no,no,no,no,hydroacoustics,"ECOLOG, 10kHz transducer",NA,"standardized biomass , size",NA,not linked to a pressure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QueGul,,,,
"Ferguson, S. H.","Ferguson, S. H. et al. (eds.), A Little Less Arctic: Top Predators in the World’s Largest Northern Inland Sea, Hudson Bay, DOI 10.1007/978-90-481-9121-5_3, © Springer Science+Business Media B.V. 2010",2010,book chapter,Canada,Arctic,"Hudson Bay, Baffin Bay, Nunavut",ecosystem,> 5 years,Capelin,yes,not specified,no,no,yes,no,not specified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arctic,,,,
"Ferguson, S. H.","Ferguson, S. H. et al. (eds.), A Little Less Arctic: Top Predators in the World’s Largest Northern Inland Sea, Hudson Bay, DOI 10.1007/978-90-481-9121-5_3, © Springer Science+Business Media B.V. 2010",2010,book chapter,Canada,Arctic,"Hudson Bay, Baffin Bay, Nunavut",ecosystem,> 5 years,Arctic Cod,yes,not specified,no,no,yes,no,not specified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arctic,,,,
"Gregoire, F., Barry, W., Barry, J.-J., Barry, J., Beaulieu, J.-L., and Gendron, M.-H.","Gregoire, F., Barry, W., Barry, J.-J., Barry, J., Beaulieu, J.-L., and Gendron, M.-H. 2013. West coast of Newfoundland capelin (Mallotus villosus M.) and Atlantic herring (Clupea harengus harengus L.) larval survey, part 10: abundance estimates and marine community analyses of the data collected in partnership with the industry (Barry Group) in  July 2009 and comparison with previous surveys. In Canadian technical report of fisheries and aquatic sciences/Rapport technique canadien des sciences halieutiques et aquatiques. DFO, Mont-Joli, QC (Canada), [mailto:info@dfo-mpo.gc.ca], Mont-Joli, Québec. Available from https://waves-vagues.dfo-mpo.gc.ca/Library/350321.pdf.",2013,organization report,Canada,Atlantic,Northern Gulf of St. Lawrence,"ecosystem, distribution, life history",> 5 years,Atlantic Herring,yes,Larval,yes,yes,no,no,plankton net,NA,NA,standardized abundance,"temperature, competitors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,temperature,NA,QueGul,,,,
"Gregoire, F., Barry, W., Barry, J.-J., Barry, J., Beaulieu, J.-L., and Gendron, M.-H.","Gregoire, F., Barry, W., Barry, J.-J., Barry, J., Beaulieu, J.-L., and Gendron, M.-H. 2013. West coast of Newfoundland capelin (Mallotus villosus M.) and Atlantic herring (Clupea harengus harengus L.) larval survey, part 10: abundance estimates and marine community analyses of the data collected in partnership with the industry (Barry Group) in  July 2009 and comparison with previous surveys. In Canadian technical report of fisheries and aquatic sciences/Rapport technique canadien des sciences halieutiques et aquatiques. DFO, Mont-Joli, QC (Canada), [mailto:info@dfo-mpo.gc.ca], Mont-Joli, Québec. Available from https://waves-vagues.dfo-mpo.gc.ca/Library/350321.pdf.",2013,organization report,Canada,Atlantic,Northern Gulf of St. Lawrence,"ecosystem, distribution, life history",> 5 years,Atlantic Mackerel,yes,"Larval, Egg",yes,yes,no,no,plankton net,NA,NA,standardized abundance,"temperature, other pressure, density dependence, competitors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"temperature, other pressure",NA,NA,NA,NA,NA,"temperature, density dependence, other pressure",NA,QueGul,,,,
"Gregoire, F., Barry, W., Barry, J.-J., Barry, J., Beaulieu, J.-L., and Gendron, M.-H.","Gregoire, F., Barry, W., Barry, J.-J., Barry, J., Beaulieu, J.-L., and Gendron, M.-H. 2013. West coast of Newfoundland capelin (Mallotus villosus M.) and Atlantic herring (Clupea harengus harengus L.) larval survey, part 10: abundance estimates and marine community analyses of the data collected in partnership with the industry (Barry Group) in  July 2009 and comparison with previous surveys. In Canadian technical report of fisheries and aquatic sciences/Rapport technique canadien des sciences halieutiques et aquatiques. DFO, Mont-Joli, QC (Canada), [mailto:info@dfo-mpo.gc.ca], Mont-Joli, Québec. Available from https://waves-vagues.dfo-mpo.gc.ca/Library/350321.pdf.",2013,organization report,Canada,Atlantic,Northern Gulf of St. Lawrence,"ecosystem, distribution, life history",> 5 years,Capelin,yes,Larval,yes,yes,no,no,plankton net,NA,NA,standardized abundance,"temperature, competitors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,temperature,NA,QueGul,,,,
"Gregoire, F., Barry, W., Barry, J.-J., Barry, J., Beaulieu, J.-L., and Gendron, M.-H.","Gregoire, F., Barry, W., Barry, J.-J., Barry, J., Beaulieu, J.-L., and Gendron, M.-H. 2013. West coast of Newfoundland capelin (Mallotus villosus M.) and Atlantic herring (Clupea harengus harengus L.) larval survey, part 10: abundance estimates and marine community analyses of the data collected in partnership with the industry (Barry Group) in  July 2009 and comparison with previous surveys. In Canadian technical report of fisheries and aquatic sciences/Rapport technique canadien des sciences halieutiques et aquatiques. DFO, Mont-Joli, QC (Canada), [mailto:info@dfo-mpo.gc.ca], Mont-Joli, Québec. Available from https://waves-vagues.dfo-mpo.gc.ca/Library/350321.pdf.",2013,organization report,Canada,Atlantic,Northern Gulf of St. Lawrence,"ecosystem, distribution, life history",> 5 years,sand lances,yes,Larval,yes,yes,no,no,plankton net,NA,NA,standardized abundance,"temperature, competitors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,temperature,NA,QueGul,,,,
